symbol	ensg
EPHB6	ENSG00000106123
MINDY4	ENSG00000106125
NSUN5P2	ENSG00000106133
CASP2	ENSG00000106144
CHCHD2	ENSG00000106153
HSPB1	ENSG00000106211
NPTX2	ENSG00000106236
PDAP1	ENSG00000106244
BUD31	ENSG00000106245
PTCD1	ENSG00000106246
CYP3A5	ENSG00000106258
ZKSCAN1	ENSG00000106261
EIF3B	ENSG00000106263
SNX8	ENSG00000106266
NUDT1	ENSG00000106268
TAF6	ENSG00000106290
WASL	ENSG00000106299
AIMP2	ENSG00000106305
TFR2	ENSG00000106327
FSCN3	ENSG00000106328
MOSPD3	ENSG00000106330
RBM28	ENSG00000106344
USP42	ENSG00000106346
IMPDH1	ENSG00000106348
AGFG2	ENSG00000106351
LSM5	ENSG00000106355
SERPINE1	ENSG00000106366
AP1S1	ENSG00000106367
C1GALT1	ENSG00000106392
PLOD3	ENSG00000106397
RPA3	ENSG00000106399
ZNHIT1	ENSG00000106400
CLDN15	ENSG00000106404
GLCCI1	ENSG00000106415
PHF14	ENSG00000106443
NRF1	ENSG00000106459
TMEM106B	ENSG00000106460
EZH2	ENSG00000106462
CEP41	ENSG00000106477
ZNF862	ENSG00000106479
MEST	ENSG00000106484
ANKMY2	ENSG00000106524
ACTR3C	ENSG00000106526
TSPAN13	ENSG00000106537
AGR2	ENSG00000106541
AHR	ENSG00000106546
CHCHD3	ENSG00000106554
GIMAP2	ENSG00000106560
TMEM176B	ENSG00000106565
PSMA2	ENSG00000106588
MRPL32	ENSG00000106591
COA1	ENSG00000106603
BLVRA	ENSG00000106605
URGCP	ENSG00000106608
TMEM248	ENSG00000106609
STAG3L4	ENSG00000106610
RHEB	ENSG00000106615
PRKAG2	ENSG00000106617
AEBP1	ENSG00000106624
POLD2	ENSG00000106628
BCL7B	ENSG00000106635
YKT6	ENSG00000106636
TBL2	ENSG00000106638
CLIP2	ENSG00000106665
EIF4H	ENSG00000106682
LIMK1	ENSG00000106683
SPATA6L	ENSG00000106686
FKTN	ENSG00000106692
FSD1L	ENSG00000106701
CNTNAP3	ENSG00000106714
SPIN1	ENSG00000106723
NMRK1	ENSG00000106733
TMEM245	ENSG00000106771
PRUNE2	ENSG00000106772
MEGF9	ENSG00000106780
TRIM14	ENSG00000106785
CORO2A	ENSG00000106789
TGFBR1	ENSG00000106799
SEC61B	ENSG00000106803
C5	ENSG00000106804
OGN	ENSG00000106809
ASPN	ENSG00000106819
ECM2	ENSG00000106823
TLE4	ENSG00000106829
LHX6	ENSG00000106852
PTGR1	ENSG00000106853
SUSD1	ENSG00000106868
AKNA	ENSG00000106948
TNFSF8	ENSG00000106952
DNM1	ENSG00000106976
ENG	ENSG00000106991
AK1	ENSG00000106992
CDC37L1	ENSG00000106993
PLGRKT	ENSG00000107020
TBC1D13	ENSG00000107021
RIC1	ENSG00000107036
KDM4C	ENSG00000107077
DOCK8	ENSG00000107099
KANK1	ENSG00000107104
NCS1	ENSG00000107130
TESK1	ENSG00000107140
FUBP3	ENSG00000107164
CREB3	ENSG00000107175
RGP1	ENSG00000107185
MPDZ	ENSG00000107186
DDX58	ENSG00000107201
EDF1	ENSG00000107223
PIP5K1B	ENSG00000107242
BAG1	ENSG00000107262
RAPGEF1	ENSG00000107263
NPDC1	ENSG00000107281
APBA1	ENSG00000107282
SETX	ENSG00000107290
PTGDS	ENSG00000107317
ABCA2	ENSG00000107331
SHB	ENSG00000107338
UBE2R2	ENSG00000107341
ABHD17B	ENSG00000107362
EXOSC3	ENSG00000107371
ZFAND5	ENSG00000107372
DVL1	ENSG00000107404
PDLIM1	ENSG00000107438
CCNJ	ENSG00000107443
DNTT	ENSG00000107447
GATA3	ENSG00000107485
HPS1	ENSG00000107521
PHYH	ENSG00000107537
RASSF4	ENSG00000107551
DNMBP	ENSG00000107554
RAB11FIP2	ENSG00000107560
CXCL12	ENSG00000107562
ERLIN1	ENSG00000107566
EIF3A	ENSG00000107581
CUBN	ENSG00000107611
TRDMT1	ENSG00000107614
DDX50	ENSG00000107625
MAPK8	ENSG00000107643
SEC23IP	ENSG00000107651
ATE1	ENSG00000107669
NSMCE4A	ENSG00000107672
PLEKHA1	ENSG00000107679
PALD1	ENSG00000107719
UNC5B	ENSG00000107731
CDH23	ENSG00000107736
VSIR	ENSG00000107738
SPOCK2	ENSG00000107742
MICU1	ENSG00000107745
PPP3CB	ENSG00000107758
CCSER2	ENSG00000107771
BMPR1A	ENSG00000107779
MINPP1	ENSG00000107789
ACTA2	ENSG00000107796
LIPA	ENSG00000107798
TWNK	ENSG00000107815
LZTS2	ENSG00000107816
SFXN3	ENSG00000107819
KAZALD1	ENSG00000107821
FBXW4	ENSG00000107829
NPM3	ENSG00000107833
TNKS2	ENSG00000107854
GBF1	ENSG00000107862
ARHGAP21	ENSG00000107863
CPEB3	ENSG00000107864
FBXL15	ENSG00000107872
CUEDC2	ENSG00000107874
SUFU	ENSG00000107882
ANKRD26	ENSG00000107890
ACBD5	ENSG00000107897
LHPP	ENSG00000107902
LARP4B	ENSG00000107929
GTPBP4	ENSG00000107937
EDRF1	ENSG00000107938
BCCIP	ENSG00000107949
MTPAP	ENSG00000107951
NEURL1	ENSG00000107954
SH3PXD2A	ENSG00000107957
PITRM1	ENSG00000107959
STN1	ENSG00000107960
MAP3K8	ENSG00000107968
GLRX3	ENSG00000108010
SORCS1	ENSG00000108018
FAM208B	ENSG00000108021
XPNPEP1	ENSG00000108039
SMC3	ENSG00000108055
SHOC2	ENSG00000108061
TFAM	ENSG00000108064
CCDC6	ENSG00000108091
CUL2	ENSG00000108094
CCNY	ENSG00000108100
UBE2S	ENSG00000108106
RPL28	ENSG00000108107
ZMIZ1	ENSG00000108175
DNAJC12	ENSG00000108176
PPIF	ENSG00000108179
PBLD	ENSG00000108187
TSPAN14	ENSG00000108219
TBC1D12	ENSG00000108239
KRT23	ENSG00000108244
NUFIP2	ENSG00000108256
GIT1	ENSG00000108262
RPL19	ENSG00000108298
FBXL20	ENSG00000108306
RUNDC3A	ENSG00000108309
UBTF	ENSG00000108312
PSMD3	ENSG00000108344
CASC3	ENSG00000108349
RAPGEFL1	ENSG00000108352
RGS9	ENSG00000108370
RNF43	ENSG00000108375
RAD51C	ENSG00000108384
MTMR4	ENSG00000108389
TRIM37	ENSG00000108395
P2RX1	ENSG00000108405
DHX40	ENSG00000108406
TUBD1	ENSG00000108423
KPNB1	ENSG00000108424
GOSR2	ENSG00000108433
PNPO	ENSG00000108439
RPS6KB1	ENSG00000108443
TRIM16L	ENSG00000108448
CDK5RAP3	ENSG00000108465
CBX1	ENSG00000108468
RECQL5	ENSG00000108469
PIGL	ENSG00000108474
GALK1	ENSG00000108479
INTS2	ENSG00000108506
CAMTA2	ENSG00000108509
MED13	ENSG00000108510
HOXB6	ENSG00000108511
ENO3	ENSG00000108515
PFN1	ENSG00000108518
RNF167	ENSG00000108523
SLC25A11	ENSG00000108528
RASD1	ENSG00000108551
CHRNE	ENSG00000108556
RAI1	ENSG00000108557
NUP88	ENSG00000108559
C1QBP	ENSG00000108561
BLMH	ENSG00000108578
CPD	ENSG00000108582
GOSR1	ENSG00000108587
CCDC47	ENSG00000108588
MED31	ENSG00000108590
DRG2	ENSG00000108591
FTSJ3	ENSG00000108592
AKAP10	ENSG00000108599
SMARCD2	ENSG00000108604
ICAM2	ENSG00000108622
SYNGR2	ENSG00000108639
B9D1	ENSG00000108641
UTP6	ENSG00000108651
DDX5	ENSG00000108654
C17orf75	ENSG00000108666
CYTH1	ENSG00000108669
PSMD11	ENSG00000108671
LGALS3BP	ENSG00000108679
PEX12	ENSG00000108733
DHX58	ENSG00000108771
KAT2A	ENSG00000108773
RAB5C	ENSG00000108774
NAGLU	ENSG00000108784
HSD17B1P1	ENSG00000108785
HSD17B1	ENSG00000108786
MLX	ENSG00000108788
CNTNAP1	ENSG00000108797
ABI3	ENSG00000108798
EZH1	ENSG00000108799
PPP1R9B	ENSG00000108819
PTGES3L-AARSD1	ENSG00000108825
MRPL27	ENSG00000108826
VAT1	ENSG00000108828
LRRC59	ENSG00000108829
ALOX12	ENSG00000108839
HDAC5	ENSG00000108840
ABCC3	ENSG00000108846
LUC7L3	ENSG00000108848
SMURF2	ENSG00000108854
DUSP3	ENSG00000108861
EFTUD2	ENSG00000108883
HLF	ENSG00000108924
SLC16A6	ENSG00000108932
PRKAR1A	ENSG00000108946
FAM20A	ENSG00000108950
YWHAE	ENSG00000108953
MMD	ENSG00000108960
RANGRF	ENSG00000108961
DPH1	ENSG00000108963
MAP2K6	ENSG00000108984
DHRS7B	ENSG00000109016
WSB1	ENSG00000109046
SLC9A3R1	ENSG00000109062
MYH3	ENSG00000109063
NAT9	ENSG00000109065
TMEM104	ENSG00000109066
VTN	ENSG00000109072
TNFAIP1	ENSG00000109079
IFT20	ENSG00000109083
TMEM97	ENSG00000109084
PMP22	ENSG00000109099
UNC119	ENSG00000109103
ALDOC	ENSG00000109107
SUPT6H	ENSG00000109111
RAB34	ENSG00000109113
PHF12	ENSG00000109118
TMEM33	ENSG00000109133
GABRA4	ENSG00000109158
GNRHR	ENSG00000109163
SLAIN2	ENSG00000109171
OCIAD1	ENSG00000109180
DCUN1D4	ENSG00000109184
USP46	ENSG00000109189
CHIC2	ENSG00000109220
KIAA1211	ENSG00000109265
LAMTOR3	ENSG00000109270
NFKB1	ENSG00000109320
AREG	ENSG00000109321
MANBA	ENSG00000109323
UBE2D3	ENSG00000109332
ELF2	ENSG00000109381
NDUFC1	ENSG00000109390
TBC1D9	ENSG00000109436
ZNF330	ENSG00000109445
INPP4B	ENSG00000109452
GAB1	ENSG00000109458
KLHL2	ENSG00000109466
RPL34	ENSG00000109475
WFS1	ENSG00000109501
GRPEL1	ENSG00000109519
GAR1	ENSG00000109534
FRG1	ENSG00000109536
CLCN3	ENSG00000109572
AADAT	ENSG00000109576
GALNT7	ENSG00000109586
DHX15	ENSG00000109606
SEPSECS	ENSG00000109618
TRIM2	ENSG00000109654
SLC2A9	ENSG00000109667
FBXW7	ENSG00000109670
NEIL3	ENSG00000109674
TBC1D19	ENSG00000109680
CLNK	ENSG00000109684
NSD2	ENSG00000109685
SH3D19	ENSG00000109686
STIM2	ENSG00000109689
MFSD10	ENSG00000109736
GLRB	ENSG00000109738
BST1	ENSG00000109743
RAPGEF2	ENSG00000109756
SNX25	ENSG00000109762
LRP2BP	ENSG00000109771
UFSP2	ENSG00000109775
KLF3	ENSG00000109787
KLHL5	ENSG00000109790
NCAPG	ENSG00000109805
UGDH	ENSG00000109814
PPARGC1A	ENSG00000109819
HTATIP2	ENSG00000109854
CTSC	ENSG00000109861
CCDC34	ENSG00000109881
ZBTB16	ENSG00000109906
ELP4	ENSG00000109911
ZPR1	ENSG00000109917
MTCH2	ENSG00000109919
FNBP4	ENSG00000109920
TECTA	ENSG00000109927
SC5D	ENSG00000109929
CRTAM	ENSG00000109943
C11orf63	ENSG00000109944
B3GAT1	ENSG00000109956
HSPA8	ENSG00000109971
VWA5A	ENSG00000110002
DNAJC4	ENSG00000110011
SIAE	ENSG00000110013
SNX15	ENSG00000110025
LPXN	ENSG00000110031
DTX4	ENSG00000110042
ATG2A	ENSG00000110046
EHD1	ENSG00000110047
OSBP	ENSG00000110048
UNC93B1	ENSG00000110057
PUS3	ENSG00000110060
DCPS	ENSG00000110063
KMT5B	ENSG00000110066
FOXRED1	ENSG00000110074
PPP6R3	ENSG00000110075
NRXN2	ENSG00000110076
MS4A6A	ENSG00000110077
MS4A4A	ENSG00000110079
ST3GAL4	ENSG00000110080
CPT1A	ENSG00000110090
CCND1	ENSG00000110092
CCDC86	ENSG00000110104
PRPF19	ENSG00000110107
TMEM109	ENSG00000110108
TRIM3	ENSG00000110171
CHORDC1	ENSG00000110172
ANAPC15	ENSG00000110200
FOLR3	ENSG00000110203
PANX1	ENSG00000110218
ARHGEF17	ENSG00000110237
CEP164	ENSG00000110274
RNF141	ENSG00000110315
EIF4G2	ENSG00000110321
IL10RA	ENSG00000110324
BIRC2	ENSG00000110330
UBE4A	ENSG00000110344
DDX6	ENSG00000110367
CBL	ENSG00000110395
NECTIN1	ENSG00000110400
HIPK3	ENSG00000110422
FBXO3	ENSG00000110429
PDHX	ENSG00000110435
SLC1A2	ENSG00000110436
COMMD9	ENSG00000110442
SLC15A3	ENSG00000110446
CD5	ENSG00000110448
ACCS	ENSG00000110455
MDK	ENSG00000110492
AMBRA1	ENSG00000110497
MADD	ENSG00000110514
PTPMT1	ENSG00000110536
NAA40	ENSG00000110583
CARS	ENSG00000110619
SLC22A18	ENSG00000110628
CD81	ENSG00000110651
SLC35F2	ENSG00000110660
C11orf21	ENSG00000110665
SOX6	ENSG00000110693
C11orf58	ENSG00000110696
PITPNM1	ENSG00000110697
RPS13	ENSG00000110700
AIP	ENSG00000110711
NUP98	ENSG00000110713
NDUFS8	ENSG00000110717
TCIRG1	ENSG00000110719
CHKA	ENSG00000110721
EXPH5	ENSG00000110723
HPS5	ENSG00000110756
GTF2H1	ENSG00000110768
VWF	ENSG00000110799
PSMD9	ENSG00000110801
P3H3	ENSG00000110811
PPFIBP1	ENSG00000110841
PRPF40B	ENSG00000110844
CD69	ENSG00000110848
PRDM4	ENSG00000110851
CLEC2B	ENSG00000110852
COQ5	ENSG00000110871
SELPLG	ENSG00000110876
CORO1C	ENSG00000110880
CAPRIN2	ENSG00000110888
KCTD10	ENSG00000110906
SLC11A2	ENSG00000110911
MLEC	ENSG00000110917
MVK	ENSG00000110921
CSRNP2	ENSG00000110925
CAMKK2	ENSG00000110931
BIN2	ENSG00000110934
IL23A	ENSG00000110944
ATP5B	ENSG00000110955
PTGES3	ENSG00000110958
BCL7A	ENSG00000110987
RSRC2	ENSG00000111011
CYP27B1	ENSG00000111012
LIN7A	ENSG00000111052
KRT18	ENSG00000111057
ACSS3	ENSG00000111058
TNS2	ENSG00000111077
GLI1	ENSG00000111087
PPM1H	ENSG00000111110
METAP2	ENSG00000111142
LTA4H	ENSG00000111144
ELK3	ENSG00000111145
SLC6A12	ENSG00000111181
MAGOHB	ENSG00000111196
ITFG2	ENSG00000111203
FOXM1	ENSG00000111206
PRR4	ENSG00000111215
PARP11	ENSG00000111224
ARPC3	ENSG00000111229
GPN3	ENSG00000111231
VPS29	ENSG00000111237
RAD51AP1	ENSG00000111247
SH2B3	ENSG00000111252
MANSC1	ENSG00000111261
DUSP16	ENSG00000111266
CREBL2	ENSG00000111269
ACAD10	ENSG00000111271
ALDH2	ENSG00000111275
CDKN1B	ENSG00000111276
NAA25	ENSG00000111300
LTBR	ENSG00000111321
OGFOD2	ENSG00000111325
CDK2AP1	ENSG00000111328
OAS3	ENSG00000111331
OAS2	ENSG00000111335
ART4	ENSG00000111339
ARHGDIB	ENSG00000111348
GTF2H3	ENSG00000111358
EIF2B1	ENSG00000111361
DDX55	ENSG00000111364
SLC38A1	ENSG00000111371
C12orf49	ENSG00000111412
VDR	ENSG00000111424
RFC5	ENSG00000111445
STX2	ENSG00000111450
ADGRD1	ENSG00000111452
COPZ1	ENSG00000111481
TBC1D30	ENSG00000111490
CAND1	ENSG00000111530
IFNG	ENSG00000111537
RAB5B	ENSG00000111540
MDM1	ENSG00000111554
NUP107	ENSG00000111581
CNOT2	ENSG00000111596
TIMELESS	ENSG00000111602
CPSF6	ENSG00000111605
KRR1	ENSG00000111615
MRPL51	ENSG00000111639
GAPDH	ENSG00000111640
NOP2	ENSG00000111641
CHD4	ENSG00000111642
ACRBP	ENSG00000111644
UHRF1BP1L	ENSG00000111647
COPS7A	ENSG00000111652
ING4	ENSG00000111653
GNB3	ENSG00000111664
CDCA3	ENSG00000111665
CHPT1	ENSG00000111666
USP5	ENSG00000111667
TPI1	ENSG00000111669
GNPTAB	ENSG00000111670
SPSB2	ENSG00000111671
ENO2	ENSG00000111674
ATN1	ENSG00000111676
C12orf57	ENSG00000111678
PTPN6	ENSG00000111679
LPCAT3	ENSG00000111684
NT5DC3	ENSG00000111696
SUDS3	ENSG00000111707
GOLT1B	ENSG00000111711
LDHB	ENSG00000111716
PRKAB1	ENSG00000111725
CMAS	ENSG00000111726
HCFC2	ENSG00000111727
ST8SIA1	ENSG00000111728
CLEC4A	ENSG00000111729
C2CD5	ENSG00000111731
RAB35	ENSG00000111737
PHC1	ENSG00000111752
COX6A1	ENSG00000111775
RIC8B	ENSG00000111785
SRSF9	ENSG00000111786
FGFR1OP2	ENSG00000111790
KLRB1	ENSG00000111796
BTN3A3	ENSG00000111801
TDP2	ENSG00000111802
DSE	ENSG00000111817
RWDD1	ENSG00000111832
RSPH4A	ENSG00000111834
MAK	ENSG00000111837
TMEM14C	ENSG00000111843
PAK1IP1	ENSG00000111845
GCNT2	ENSG00000111846
SMIM8	ENSG00000111850
NEDD9	ENSG00000111859
CEP85L	ENSG00000111860
ADTRP	ENSG00000111863
ASF1A	ENSG00000111875
MCM9	ENSG00000111877
FAM184A	ENSG00000111879
RNGTT	ENSG00000111880
MAN1A1	ENSG00000111885
SERINC1	ENSG00000111897
HDDC2	ENSG00000111906
HINT3	ENSG00000111911
NCOA7	ENSG00000111912
RIPOR2	ENSG00000111913
SASH1	ENSG00000111961
UST	ENSG00000111962
FBXO5	ENSG00000112029
MTRF1L	ENSG00000112031
PPARD	ENSG00000112033
FANCE	ENSG00000112039
SLC26A8	ENSG00000112053
MAPK14	ENSG00000112062
RHAG	ENSG00000112077
KCTD20	ENSG00000112078
STK38	ENSG00000112079
SRSF3	ENSG00000112081
SOD2	ENSG00000112096
MRPL18	ENSG00000112110
MCM3	ENSG00000112118
RNF8	ENSG00000112130
PHACTR1	ENSG00000112137
MDGA1	ENSG00000112139
ICK	ENSG00000112144
FBXO9	ENSG00000112146
CD83	ENSG00000112149
MDN1	ENSG00000112159
SAYSD1	ENSG00000112167
BACH2	ENSG00000112182
TREML2	ENSG00000112195
ZNF451	ENSG00000112200
BAG2	ENSG00000112208
RAB23	ENSG00000112210
TSPO2	ENSG00000112212
KHDRBS2	ENSG00000112232
FBXL4	ENSG00000112234
CCNC	ENSG00000112237
E2F3	ENSG00000112242
PTP4A1	ENSG00000112245
ASCC3	ENSG00000112249
MED23	ENSG00000112282
WASF1	ENSG00000112290
GPLD1	ENSG00000112293
ALDH5A1	ENSG00000112294
CRYBG1	ENSG00000112297
VNN1	ENSG00000112299
VNN2	ENSG00000112303
ACOT13	ENSG00000112304
SMAP1	ENSG00000112305
RPS12	ENSG00000112306
C6orf62	ENSG00000112308
B3GAT2	ENSG00000112309
GMNN	ENSG00000112312
SNX3	ENSG00000112335
HBS1L	ENSG00000112339
TRIM38	ENSG00000112343
PEX7	ENSG00000112357
ZBTB24	ENSG00000112365
FIG4	ENSG00000112367
SLC16A10	ENSG00000112394
HECA	ENSG00000112406
ADGRG6	ENSG00000112414
PHACTR2	ENSG00000112419
EPM2A	ENSG00000112425
SLC39A7	ENSG00000112473
CCR6	ENSG00000112486
PHF1	ENSG00000112511
CUTA	ENSG00000112514
QKI	ENSG00000112531
MDFI	ENSG00000112559
TFEB	ENSG00000112561
CCND3	ENSG00000112576
BYSL	ENSG00000112578
FAM120B	ENSG00000112584
TBP	ENSG00000112592
BICRAL	ENSG00000112624
PPP2R5D	ENSG00000112640
MRPL2	ENSG00000112651
PTK7	ENSG00000112655
SRF	ENSG00000112658
CUL9	ENSG00000112659
DNPH1	ENSG00000112667
DUSP22	ENSG00000112679
EXOC2	ENSG00000112685
COX7A2	ENSG00000112695
TMEM30A	ENSG00000112697
GMDS	ENSG00000112699
SENP6	ENSG00000112701
VEGFA	ENSG00000112715
PRPF4B	ENSG00000112739
TTK	ENSG00000112742
SLC29A1	ENSG00000112759
BTN2A1	ENSG00000112763
FAM46A	ENSG00000112773
FBRSL1	ENSG00000112787
ENPP5	ENSG00000112796
LY86	ENSG00000112799
ERBIN	ENSG00000112851
HARS2	ENSG00000112855
NUDT12	ENSG00000112874
CEP72	ENSG00000112877
MAN2A1	ENSG00000112893
SEMA5A	ENSG00000112902
C7	ENSG00000112936
PAPD7	ENSG00000112941
HMGCS1	ENSG00000112972
DAP	ENSG00000112977
BRD8	ENSG00000112983
KIF20A	ENSG00000112984
NNT	ENSG00000112992
MRPS30	ENSG00000112996
HSPA9	ENSG00000113013
MRPS27	ENSG00000113048
PFDN1	ENSG00000113068
HBEGF	ENSG00000113070
LOX	ENSG00000113083
GZMK	ENSG00000113088
CDH9	ENSG00000113100
APBB3	ENSG00000113108
TMCO6	ENSG00000113119
SPARC	ENSG00000113140
IK	ENSG00000113141
HMGCR	ENSG00000113161
COL4A3BP	ENSG00000113163
FAF2	ENSG00000113194
PDE8B	ENSG00000113231
CLK4	ENSG00000113240
ITK	ENSG00000113263
RNF130	ENSG00000113269
THG1L	ENSG00000113272
ARSB	ENSG00000113273
CLINT1	ENSG00000113282
THBS4	ENSG00000113296
CNOT6	ENSG00000113300
TTC1	ENSG00000113312
MSH3	ENSG00000113318
RASGRF2	ENSG00000113319
CCNG1	ENSG00000113328
POLR3G	ENSG00000113356
DROSHA	ENSG00000113360
LMNB1	ENSG00000113368
ARRDC3	ENSG00000113369
GOLPH3	ENSG00000113384
SUB1	ENSG00000113387
NPR3	ENSG00000113389
FAM172A	ENSG00000113391
SLC27A6	ENSG00000113396
TARS	ENSG00000113407
LNPEP	ENSG00000113441
PDE4D	ENSG00000113448
RAD1	ENSG00000113456
BRIX1	ENSG00000113460
PRLR	ENSG00000113494
SLC12A7	ENSG00000113504
RAD50	ENSG00000113522
ST8SIA4	ENSG00000113532
GNPDA1	ENSG00000113552
PCDH12	ENSG00000113555
SKP1	ENSG00000113558
NUP155	ENSG00000113569
PPP2CA	ENSG00000113575
NR3C1	ENSG00000113580
C5orf15	ENSG00000113583
PPWD1	ENSG00000113593
LIFR	ENSG00000113594
TRIM23	ENSG00000113595
TRAPPC13	ENSG00000113597
SEC24A	ENSG00000113615
TXNDC15	ENSG00000113621
TTC33	ENSG00000113638
RARS	ENSG00000113643
WWC1	ENSG00000113645
H2AFY	ENSG00000113648
TCERG1	ENSG00000113649
DPYSL3	ENSG00000113657
SMAD5	ENSG00000113658
CSNK1A1	ENSG00000113712
HMGXB3	ENSG00000113716
ERGIC1	ENSG00000113719
PDGFRB	ENSG00000113721
ATP6V0E1	ENSG00000113732
BNIP1	ENSG00000113734
CPEB4	ENSG00000113742
HRH2	ENSG00000113749
DBN1	ENSG00000113758
ZNF346	ENSG00000113761
UNC5A	ENSG00000113763
EHHADH	ENSG00000113790
SMC4	ENSG00000113810
SELENOK	ENSG00000113811
ACTR8	ENSG00000113812
TBCCD1	ENSG00000113838
TIMMDC1	ENSG00000113845
CRBN	ENSG00000113851
BCL6	ENSG00000113916
ARL6	ENSG00000113966
NPHP3	ENSG00000113971
CD86	ENSG00000114013
NIT2	ENSG00000114021
FAM162A	ENSG00000114023
OGG1	ENSG00000114026
KPNA1	ENSG00000114030
PCCB	ENSG00000114054
UBE3A	ENSG00000114062
ARMC8	ENSG00000114098
CEP70	ENSG00000114107
SLC25A36	ENSG00000114120
RNF7	ENSG00000114125
TFDP2	ENSG00000114126
XRN1	ENSG00000114127
KAT2B	ENSG00000114166
SERPINI2	ENSG00000114204
PDCD10	ENSG00000114209
PFKFB4	ENSG00000114268
COL7A1	ENSG00000114270
PRKAR2A	ENSG00000114302
HES1	ENSG00000114315
USP4	ENSG00000114316
ACAP2	ENSG00000114331
ECT2	ENSG00000114346
GNAI2	ENSG00000114353
TFG	ENSG00000114354
USP9Y	ENSG00000114374
TUSC2	ENSG00000114383
NPRL2	ENSG00000114388
RPL24	ENSG00000114391
CYB561D2	ENSG00000114395
FXR1	ENSG00000114416
CBLB	ENSG00000114423
BBX	ENSG00000114439
IFT57	ENSG00000114446
GNB4	ENSG00000114450
IQCG	ENSG00000114473
GBE1	ENSG00000114480
UMPS	ENSG00000114491
NCBP2	ENSG00000114503
SNX4	ENSG00000114520
FRMD4B	ENSG00000114541
SLC41A3	ENSG00000114544
PLXNA1	ENSG00000114554
ATP6V1A	ENSG00000114573
ABTB1	ENSG00000114626
PODXL2	ENSG00000114631
KLHL18	ENSG00000114648
SCAP	ENSG00000114650
EFCC1	ENSG00000114654
KIAA1257	ENSG00000114656
NEK11	ENSG00000114670
MRPL3	ENSG00000114686
PLSCR4	ENSG00000114698
HEMK1	ENSG00000114735
CISH	ENSG00000114737
MAPKAPK3	ENSG00000114738
ACVR2B	ENSG00000114739
WDR48	ENSG00000114742
COMMD2	ENSG00000114744
GORASP1	ENSG00000114745
RRP9	ENSG00000114767
ABCC5	ENSG00000114770
ABHD14B	ENSG00000114779
EIF1B	ENSG00000114784
ABHD14A-ACY1	ENSG00000114786
ARHGEF26	ENSG00000114790
KLHL24	ENSG00000114796
PLCH1	ENSG00000114805
VIPR1	ENSG00000114812
DNAH1	ENSG00000114841
SSR3	ENSG00000114850
ZBTB47	ENSG00000114853
NKTR	ENSG00000114857
CLCN2	ENSG00000114859
FOXP1	ENSG00000114861
EIF4G1	ENSG00000114867
SPCS1	ENSG00000114902
NEK4	ENSG00000114904
INO80D	ENSG00000114933
EEF1B2	ENSG00000114942
DGUOK	ENSG00000114956
MOB1A	ENSG00000114978
KANSL3	ENSG00000114982
LMAN2L	ENSG00000114988
RTKN	ENSG00000114993
TTL	ENSG00000114999
PIKFYVE	ENSG00000115020
FAHD2A	ENSG00000115042
NCL	ENSG00000115053
ACTR1B	ENSG00000115073
SLC35F5	ENSG00000115084
ZAP70	ENSG00000115085
ACTR3	ENSG00000115091
STEAP3	ENSG00000115107
EPB41L5	ENSG00000115109
TFCP2L1	ENSG00000115112
SF3B6	ENSG00000115128
TP53I3	ENSG00000115129
DNAJC27	ENSG00000115137
STAM2	ENSG00000115145
GPD2	ENSG00000115159
CENPA	ENSG00000115163
CYTIP	ENSG00000115165
ACVR1	ENSG00000115170
TANC1	ENSG00000115183
MPV17	ENSG00000115204
GTF3C2	ENSG00000115207
EIF2B4	ENSG00000115211
NRBP1	ENSG00000115216
ITGA4	ENSG00000115232
PSMD14	ENSG00000115233
SNX17	ENSG00000115234
ASB3	ENSG00000115239
PPM1G	ENSG00000115241
REEP6	ENSG00000115255
PCSK4	ENSG00000115257
APC2	ENSG00000115266
IFIH1	ENSG00000115267
RPS15	ENSG00000115268
GCA	ENSG00000115271
INO80B	ENSG00000115274
MOGS	ENSG00000115275
TTC31	ENSG00000115282
NDUFS7	ENSG00000115286
PCGF1	ENSG00000115289
CLIP4	ENSG00000115295
SPTBN1	ENSG00000115306
AUP1	ENSG00000115307
RTN4	ENSG00000115310
HTRA2	ENSG00000115317
LOXL3	ENSG00000115318
DOK1	ENSG00000115325
GALNT3	ENSG00000115339
POLE4	ENSG00000115350
CCDC88A	ENSG00000115355
MRPL19	ENSG00000115364
LANCL1	ENSG00000115365
WDR75	ENSG00000115368
FANCL	ENSG00000115392
FN1	ENSG00000115414
STAT1	ENSG00000115415
GLS	ENSG00000115419
PAPOLG	ENSG00000115421
DNAH6	ENSG00000115423
PECR	ENSG00000115425
UNC50	ENSG00000115446
IGFBP2	ENSG00000115457
ELMOD3	ENSG00000115459
IGFBP5	ENSG00000115461
USP34	ENSG00000115464
KCNJ13	ENSG00000115474
CCT4	ENSG00000115484
GGCX	ENSG00000115486
EHBP1	ENSG00000115504
TXNDC9	ENSG00000115514
COQ10B	ENSG00000115520
GNLY	ENSG00000115523
SF3B1	ENSG00000115524
ST3GAL5	ENSG00000115525
CHST10	ENSG00000115526
PDCL3	ENSG00000115539
MOB4	ENSG00000115540
HSPE1	ENSG00000115541
KDM3A	ENSG00000115548
PLCD4	ENSG00000115556
CHMP3	ENSG00000115561
ZNF142	ENSG00000115568
IL1R2	ENSG00000115590
IL1R1	ENSG00000115594
IL1RL1	ENSG00000115602
